,Rule,Transaction,Antecedent,Consequent,Support,Confidence,Lift
63,{Super many_Unemployed -> 20},"['Super many_Unemployed', '20']",Super many_Unemployed,20,0.17907248636009354,0.7671118530884808,1.039835718449573
64,{Super many_White population -> 20},"['Super many_White population', '20']",Super many_White population,20,0.1740062353858145,0.696024941543258,0.9434759640781828
65,{Super many_atm -> 20},"['Super many_atm', '20']",Super many_atm,20,0.16056118472330475,0.642244738893219,0.8705758055995774
66,{Super many_bank -> 20},"['Super many_bank', '20']",Super many_bank,20,0.14906469212782542,0.628594905505341,0.8520731788308004
67,{Super many_bar -> 20},"['Super many_bar', '20']",Super many_bar,20,0.15568978955572876,0.6311216429699842,0.8554982228531323
68,{Super many_beauty_salon -> 20},"['Super many_beauty_salon', '20']",Super many_beauty_salon,20,0.16348402182385036,0.6642913697545527,0.900460462118427
69,{Super many_bus_station -> 20},"['Super many_bus_station', '20']",Super many_bus_station,20,0.15841777084957132,0.6696869851729819,0.9077743285546072
70,{Super many_cafe -> 20},"['Super many_cafe', '20']",Super many_cafe,20,0.15861262665627435,0.6344505066250974,0.8600105652403591
71,{Super many_gym -> 20},"['Super many_gym', '20']",Super many_gym,20,0.14964925954793454,0.6453781512605042,0.874823209791048
72,{Super many_school -> 20},"['Super many_school', '20']",Super many_school,20,0.16289945440374123,0.6582677165354331,0.892295277670323
73,{bars -> 20},"['bars', '20']",bars,20,0.28858144972720184,0.7915553180117583,1.0729693322864087
74,{italian -> 20},"['italian', '20']",italian,20,0.1697194076383476,0.7431740614334471,1.007387555012269
75,{large Number of Reviews -> 20},"['large Number of Reviews', '20']",large Number of Reviews,20,0.11613406079501169,0.7163461538461539,0.971021780649356
76,{newmexican -> 20},"['newmexican', '20']",newmexican,20,0.2852689010132502,0.7648902821316614,1.0368243338350993
77,{seafood -> 20},"['seafood', '20']",seafood,20,0.15861262665627435,0.688663282571912,0.9334970856204575
78,{3.5 -> Low_Noise},"['3.5', 'Low_Noise']",3.5,Low_Noise,0.26286048324240063,0.8725743855109962,1.00675623795918
79,{4.0 -> Low_Noise},"['4.0', 'Low_Noise']",4.0,Low_Noise,0.377435697583788,0.890574712643678,1.027524601008848
80,{45 -> Low_Noise},"['45', 'Low_Noise']",45,Low_Noise,0.15354637568199533,0.8765294771968855,1.0113195316938886
81,{Few_Black population -> CA},"['Few_Black population', 'CA']",Few_Black population,CA,0.151987529228371,0.6046511627906976,1.4346138545732132
82,{Few_Graduate or professional degree -> CA},"['Few_Graduate or professional degree', 'CA']",Few_Graduate or professional degree,CA,0.13795791114575215,0.5492629945694337,1.3031981914610882
83,{Few_High school or higher -> CA},"['Few_High school or higher', 'CA']",Few_High school or higher,CA,0.14828526890101326,0.5890092879256967,1.3975014635389162
84,{Few_White population -> CA},"['Few_White population', 'CA']",Few_White population,CA,0.14360872954014028,0.5744349181605611,1.3629218677762367
85,{Few_atm -> CA},"['Few_atm', 'CA']",Few_atm,CA,0.15841777084957132,0.5782361308677099,1.3719407413837665
86,{Few_bank -> CA},"['Few_bank', 'CA']",Few_bank,CA,0.1445830085736555,0.552494415487714,1.3108651596315064
87,{Few_bar -> CA},"['Few_bar', 'CA']",Few_bar,CA,0.14964925954793454,0.5509325681492109,1.307159472834836
88,{Few_bus_station -> CA},"['Few_bus_station', 'CA']",Few_bus_station,CA,0.17225253312548713,0.6194814295725298,1.4698005994295993
89,{Few_cafe -> CA},"['Few_cafe', 'CA']",Few_cafe,CA,0.15140296180826188,0.5257104194857916,1.2473166309759973
90,{Few_gym -> CA},"['Few_gym', 'CA']",Few_gym,CA,0.15023382696804366,0.518842530282638,1.2310216668564486
91,{Few_school -> CA},"['Few_school', 'CA']",Few_school,CA,0.15140296180826188,0.5877458396369137,1.3945037674603058
92,{CA -> Low_Noise},"['CA', 'Low_Noise']",CA,Low_Noise,0.3641855027279813,0.8640776699029126,0.9969529230984144
93,{Many_Unemployed -> CA},"['Many_Unemployed', 'CA']",Many_Unemployed,CA,0.15646921278254092,0.6393312101910827,1.5168967964404239
94,{Moderate_Black population -> CA},"['Moderate_Black population', 'CA']",Moderate_Black population,CA,0.12821512081060016,0.5128604832424006,1.2168284789644013
95,{Moderate_Graduate or professional degree -> CA},"['Moderate_Graduate or professional degree', 'CA']",Moderate_Graduate or professional degree,CA,0.1332813717848792,0.5108289768483943,1.212008464718428
96,{Super many_American Indian population -> CA},"['Super many_American Indian population', 'CA']",Super many_American Indian population,CA,0.1309431021044427,0.5245901639344263,1.2446586783686895
97,{Super many_Asian population -> CA},"['Super many_Asian population', 'CA']",Super many_Asian population,CA,0.15023382696804366,0.6168,1.463438557558946
98,{Super many_Hispanic or Latino population -> CA},"['Super many_Hispanic or Latino population', 'CA']",Super many_Hispanic or Latino population,CA,0.15822291504286828,0.6328916601714731,1.5016181229773464
99,{Super many_Unemployed -> CA},"['Super many_Unemployed', 'CA']",Super many_Unemployed,CA,0.13425565081839438,0.5751252086811351,1.3645596721921338
100,{Very Popular Resturant -> CA},"['Very Popular Resturant', 'CA']",Very Popular Resturant,CA,0.10405300077942323,0.6768060836501901,1.6058108281519998
101,{Few_American Indian population -> Low_Noise},"['Few_American Indian population', 'Low_Noise']",Few_American Indian population,Low_Noise,0.21745908028059235,0.8624420401854713,0.9950657711852156
102,{Few_Asian population -> Low_Noise},"['Few_Asian population', 'Low_Noise']",Few_Asian population,Low_Noise,0.21921278254091972,0.8673862760215884,1.0007703166687931
103,{Few_Black population -> Low_Noise},"['Few_Black population', 'Low_Noise']",Few_Black population,Low_Noise,0.21921278254091972,0.872093023255814,1.0062008532708717
104,{Few_Graduate or professional degree -> Few_High school or higher},"['Few_Graduate or professional degree', 'Few_High school or higher']",Few_Graduate or professional degree,Few_High school or higher,0.18141075604053,0.7222653219550038,2.8689362478893807
105,{Few_High school or higher -> Few_Graduate or professional degree},"['Few_High school or higher', 'Few_Graduate or professional degree']",Few_High school or higher,Few_Graduate or professional degree,0.18141075604053,0.7205882352941176,2.8689362478893807
106,{Few_Graduate or professional degree -> Few_White population},"['Few_Graduate or professional degree', 'Few_White population']",Few_Graduate or professional degree,Few_White population,0.1597817614964926,0.6361520558572537,2.5446082234290146
107,{Few_White population -> Few_Graduate or professional degree},"['Few_White population', 'Few_Graduate or professional degree']",Few_White population,Few_Graduate or professional degree,0.1597817614964926,0.6391270459859704,2.5446082234290146
108,{Few_Graduate or professional degree -> Low_Noise},"['Few_Graduate or professional degree', 'Low_Noise']",Few_Graduate or professional degree,Low_Noise,0.21453624318004677,0.8541505042668736,0.9854991879266176
109,{Few_Graduate or professional degree -> Super many_Hispanic or Latino population},"['Few_Graduate or professional degree', 'Super many_Hispanic or Latino population']",Few_Graduate or professional degree,Super many_Hispanic or Latino population,0.17965705378020266,0.7152831652443755,2.861132660977502
110,{Super many_Hispanic or Latino population -> Few_Graduate or professional degree},"['Super many_Hispanic or Latino population', 'Few_Graduate or professional degree']",Super many_Hispanic or Latino population,Few_Graduate or professional degree,0.17965705378020266,0.7186282151208107,2.861132660977502
111,{Few_Graduate or professional degree -> Super many_Unemployed},"['Few_Graduate or professional degree', 'Super many_Unemployed']",Few_Graduate or professional degree,Super many_Unemployed,0.13503507404520654,0.5376260667183863,2.3030859552577283
112,{Super many_Unemployed -> Few_Graduate or professional degree},"['Super many_Unemployed', 'Few_Graduate or professional degree']",Super many_Unemployed,Few_Graduate or professional degree,0.13503507404520654,0.5784641068447411,2.303085955257728
113,{Few_High school or higher -> Few_White population},"['Few_High school or higher', 'Few_White population']",Few_High school or higher,Few_White population,0.18121590023382697,0.7198142414860682,2.879256965944273
114,{Few_White population -> Few_High school or higher},"['Few_White population', 'Few_High school or higher']",Few_White population,Few_High school or higher,0.18121590023382697,0.7248636009353079,2.879256965944273
115,{Few_High school or higher -> Low_Noise},"['Few_High school or higher', 'Low_Noise']",Few_High school or higher,Low_Noise,0.21434138737334374,0.8513931888544893,0.9823178608815736
116,{Few_High school or higher -> Super many_Hispanic or Latino population},"['Few_High school or higher', 'Super many_Hispanic or Latino population']",Few_High school or higher,Super many_Hispanic or Latino population,0.16601714731098988,0.6594427244582044,2.6377708978328176
117,{Super many_Hispanic or Latino population -> Few_High school or higher},"['Super many_Hispanic or Latino population', 'Few_High school or higher']",Super many_Hispanic or Latino population,Few_High school or higher,0.16601714731098988,0.6640685892439595,2.6377708978328176
118,{Few_High school or higher -> Super many_Unemployed},"['Few_High school or higher', 'Super many_Unemployed']",Few_High school or higher,Super many_Unemployed,0.13230709275136399,0.5255417956656347,2.2513192782604654
119,{Super many_Unemployed -> Few_High school or higher},"['Super many_Unemployed', 'Few_High school or higher']",Super many_Unemployed,Few_High school or higher,0.13230709275136399,0.5667779632721202,2.251319278260465
120,{Few_Hispanic or Latino population -> Low_Noise},"['Few_Hispanic or Latino population', 'Low_Noise']",Few_Hispanic or Latino population,Low_Noise,0.21882307092751363,0.8698683191324554,1.0036340408695508
121,{Few_Hispanic or Latino population -> Super many_High school or higher},"['Few_Hispanic or Latino population', 'Super many_High school or higher']",Few_Hispanic or Latino population,Super many_High school or higher,0.13152766952455183,0.5228505034856701,2.1448991078245077
122,{Super many_High school or higher -> Few_Hispanic or Latino population},"['Super many_High school or higher', 'Few_Hispanic or Latino population']",Super many_High school or higher,Few_Hispanic or Latino population,0.13152766952455183,0.5395683453237411,2.1448991078245077
123,{Few_Hispanic or Latino population -> Super many_White population},"['Few_Hispanic or Latino population', 'Super many_White population']",Few_Hispanic or Latino population,Super many_White population,0.13367108339828526,0.5313710302091402,2.125484120836561
124,{Super many_White population -> Few_Hispanic or Latino population},"['Super many_White population', 'Few_Hispanic or Latino population']",Super many_White population,Few_Hispanic or Latino population,0.13367108339828526,0.534684333593141,2.125484120836561
125,{Few_Unemployed -> Low_Noise},"['Few_Unemployed', 'Low_Noise']",Few_Unemployed,Low_Noise,0.22233047544816836,0.8598342125094197,0.9920569196489079
126,{Few_Unemployed -> Super many_Graduate or professional degree},"['Few_Unemployed', 'Super many_Graduate or professional degree']",Few_Unemployed,Super many_Graduate or professional degree,0.1426344505066251,0.5516201959306707,2.2203253690323153
127,{Super many_Graduate or professional degree -> Few_Unemployed},"['Super many_Graduate or professional degree', 'Few_Unemployed']",Super many_Graduate or professional degree,Few_Unemployed,0.1426344505066251,0.5741176470588235,2.220325369032315
128,{Few_Unemployed -> Super many_High school or higher},"['Few_Unemployed', 'Super many_High school or higher']",Few_Unemployed,Super many_High school or higher,0.1303585346843336,0.5041446872645063,2.068161898514346
129,{Super many_High school or higher -> Few_Unemployed},"['Super many_High school or higher', 'Few_Unemployed']",Super many_High school or higher,Few_Unemployed,0.1303585346843336,0.5347721822541966,2.068161898514346
130,{Few_White population -> Low_Noise},"['Few_White population', 'Low_Noise']",Few_White population,Low_Noise,0.2131722525331255,0.852689010132502,0.9838129496402879
131,{Few_White population -> Super many_Hispanic or Latino population},"['Few_White population', 'Super many_Hispanic or Latino population']",Few_White population,Super many_Hispanic or Latino population,0.16484801247077163,0.6593920498830865,2.637568199532346
132,{Super many_Hispanic or Latino population -> Few_White population},"['Super many_Hispanic or Latino population', 'Few_White population']",Super many_Hispanic or Latino population,Few_White population,0.16484801247077163,0.6593920498830865,2.637568199532346
133,{Super many_Unemployed -> Few_White population},"['Super many_Unemployed', 'Few_White population']",Super many_Unemployed,Few_White population,0.12275915822291504,0.5258764607679466,2.1035058430717863
134,{Few_atm -> Few_bank},"['Few_atm', 'Few_bank']",Few_atm,Few_bank,0.1449727201870616,0.5291607396870556,2.022079609883819
135,{Few_bank -> Few_atm},"['Few_bank', 'Few_atm']",Few_bank,Few_atm,0.1449727201870616,0.5539836187639613,2.022079609883819
136,{Few_atm -> Few_bar},"['Few_atm', 'Few_bar']",Few_atm,Few_bar,0.15159781761496494,0.5533428165007113,2.0371272125406383
137,{Few_bar -> Few_atm},"['Few_bar', 'Few_atm']",Few_bar,Few_atm,0.15159781761496494,0.5581061692969871,2.0371272125406388
138,{Few_atm -> Few_beauty_salon},"['Few_atm', 'Few_beauty_salon']",Few_atm,Few_beauty_salon,0.1646531566640686,0.60099573257468,2.235007318531346
139,{Few_beauty_salon -> Few_atm},"['Few_beauty_salon', 'Few_atm']",Few_beauty_salon,Few_atm,0.1646531566640686,0.6123188405797102,2.235007318531346
140,{Few_atm -> Few_bus_station},"['Few_atm', 'Few_bus_station']",Few_atm,Few_bus_station,0.15900233826968044,0.5803698435277383,2.087216564109568
141,{Few_bus_station -> Few_atm},"['Few_bus_station', 'Few_atm']",Few_bus_station,Few_atm,0.15900233826968044,0.5718290119131044,2.0872165641095677
142,{Few_atm -> Few_cafe},"['Few_atm', 'Few_cafe']",Few_atm,Few_cafe,0.17478565861262665,0.6379800853485065,2.2152326102899424
143,{Few_cafe -> Few_atm},"['Few_cafe', 'Few_atm']",Few_cafe,Few_atm,0.17478565861262665,0.6069012178619756,2.2152326102899424
144,{Few_atm -> Few_gym},"['Few_atm', 'Few_gym']",Few_atm,Few_gym,0.14536243180046765,0.5305832147937412,1.8324044807008613
145,{Few_gym -> Few_atm},"['Few_gym', 'Few_atm']",Few_gym,Few_atm,0.14536243180046765,0.5020188425302826,1.832404480700861
146,{Few_atm -> Few_school},"['Few_atm', 'Few_school']",Few_atm,Few_school,0.14731098986749805,0.5376955903271693,2.087332654734518
147,{Few_school -> Few_atm},"['Few_school', 'Few_atm']",Few_school,Few_atm,0.14731098986749805,0.5718608169440241,2.0873326547345177
148,{Few_atm -> Low_Noise},"['Few_atm', 'Low_Noise']",Few_atm,Low_Noise,0.23694466095089634,0.8648648648648649,0.9978611705230411
149,{Few_bank -> Few_cafe},"['Few_bank', 'Few_cafe']",Few_bank,Few_cafe,0.1363990646921278,0.5212211466865226,1.8098152400509027
150,{Few_bank -> Low_Noise},"['Few_bank', 'Low_Noise']",Few_bank,Low_Noise,0.22583787996882307,0.8629932985852569,0.9957018004360473
151,{Few_bar -> Few_beauty_salon},"['Few_bar', 'Few_beauty_salon']",Few_bar,Few_beauty_salon,0.13990646921278255,0.5150645624103299,1.9154429958621837
152,{Few_beauty_salon -> Few_bar},"['Few_beauty_salon', 'Few_bar']",Few_beauty_salon,Few_bar,0.13990646921278255,0.5202898550724638,1.9154429958621837
153,{Few_bar -> Few_bus_station},"['Few_bar', 'Few_bus_station']",Few_bar,Few_bus_station,0.14692127825409196,0.5408895265423241,1.9452312895691715
154,{Few_bus_station -> Few_bar},"['Few_bus_station', 'Few_bar']",Few_bus_station,Few_bar,0.14692127825409196,0.5283812193412754,1.9452312895691712
155,{Few_bar -> Few_cafe},"['Few_bar', 'Few_cafe']",Few_bar,Few_cafe,0.17653936087295402,0.6499282639885222,2.256719790790999
156,{Few_cafe -> Few_bar},"['Few_cafe', 'Few_bar']",Few_cafe,Few_bar,0.17653936087295402,0.6129905277401895,2.256719790790999
157,{Few_bar -> Few_gym},"['Few_bar', 'Few_gym']",Few_bar,Few_gym,0.15724863600935307,0.578909612625538,1.9993029152047517
158,{Few_gym -> Few_bar},"['Few_gym', 'Few_bar']",Few_gym,Few_bar,0.15724863600935307,0.5430686406460296,1.9993029152047515
159,{Few_school -> Few_bar},"['Few_school', 'Few_bar']",Few_school,Few_bar,0.13308651597817614,0.5166414523449319,1.9020114300101794
160,{Few_bar -> Low_Noise},"['Few_bar', 'Low_Noise']",Few_bar,Low_Noise,0.23538581449727203,0.8665710186513629,0.999829691483542
161,{Few_beauty_salon -> Few_cafe},"['Few_beauty_salon', 'Few_cafe']",Few_beauty_salon,Few_cafe,0.15919719407638347,0.5920289855072464,2.055678453060344
162,{Few_cafe -> Few_beauty_salon},"['Few_cafe', 'Few_beauty_salon']",Few_cafe,Few_beauty_salon,0.15919719407638347,0.5527740189445196,2.0556784530603442
163,{Few_beauty_salon -> Few_gym},"['Few_beauty_salon', 'Few_gym']",Few_beauty_salon,Few_gym,0.15159781761496494,0.563768115942029,1.9470107476544367
164,{Few_gym -> Few_beauty_salon},"['Few_gym', 'Few_beauty_salon']",Few_gym,Few_beauty_salon,0.15159781761496494,0.5235531628532974,1.9470107476544367
165,{Few_beauty_salon -> Few_school},"['Few_beauty_salon', 'Few_school']",Few_beauty_salon,Few_school,0.1430241621200312,0.5318840579710146,2.0647723037119867
166,{Few_school -> Few_beauty_salon},"['Few_school', 'Few_beauty_salon']",Few_school,Few_beauty_salon,0.1430241621200312,0.5552193645990923,2.0647723037119867
167,{Few_beauty_salon -> Low_Noise},"['Few_beauty_salon', 'Low_Noise']",Few_beauty_salon,Low_Noise,0.23148869836321123,0.8608695652173914,0.9932514857679076
168,{Few_bus_station -> Few_cafe},"['Few_bus_station', 'Few_cafe']",Few_bus_station,Few_cafe,0.1539360872954014,0.5536089698668536,1.9222741768313212
169,{Few_cafe -> Few_bus_station},"['Few_cafe', 'Few_bus_station']",Few_cafe,Few_bus_station,0.1539360872954014,0.5345060893098782,1.922274176831321
170,{Few_bus_station -> Few_school},"['Few_bus_station', 'Few_school']",Few_bus_station,Few_school,0.15140296180826188,0.5444989488437281,2.1137432719107507
171,{Few_school -> Few_bus_station},"['Few_school', 'Few_bus_station']",Few_school,Few_bus_station,0.15140296180826188,0.5877458396369137,2.1137432719107507
172,{Few_bus_station -> Low_Noise},"['Few_bus_station', 'Low_Noise']",Few_bus_station,Low_Noise,0.24142634450506625,0.8682550805886476,1.0017727233770097
173,{Few_cafe -> Few_gym},"['Few_cafe', 'Few_gym']",Few_cafe,Few_gym,0.1646531566640686,0.5717185385656293,1.974468061856534
174,{Few_gym -> Few_cafe},"['Few_gym', 'Few_cafe']",Few_gym,Few_cafe,0.1646531566640686,0.5686406460296097,1.974468061856534
175,{Few_cafe -> Few_school},"['Few_cafe', 'Few_school']",Few_cafe,Few_school,0.14867498051441932,0.5162381596752368,2.004034973867863
176,{Few_school -> Few_cafe},"['Few_school', 'Few_cafe']",Few_school,Few_cafe,0.14867498051441932,0.5771558245083207,2.004034973867863
177,{Few_cafe -> Low_Noise},"['Few_cafe', 'Low_Noise']",Few_cafe,Low_Noise,0.24551831644583008,0.8525033829499323,0.9835987772704705
178,{Few_school -> Few_gym},"['Few_school', 'Few_gym']",Few_school,Few_gym,0.14010132501948558,0.5438729198184569,1.8783013623878335
179,{Few_gym -> Low_Noise},"['Few_gym', 'Low_Noise']",Few_gym,Low_Noise,0.2507794232268122,0.8660834454912518,0.9992671407961116
180,{Few_school -> Low_Noise},"['Few_school', 'Low_Noise']",Few_school,Low_Noise,0.22038191738113797,0.8555219364599093,0.9870815148184026
181,{Many_American Indian population -> Low_Noise},"['Many_American Indian population', 'Low_Noise']",Many_American Indian population,Low_Noise,0.2182385035074045,0.8715953307392996,1.005626627102987
182,{Many_Asian population -> Low_Noise},"['Many_Asian population', 'Low_Noise']",Many_Asian population,Low_Noise,0.21219797349961028,0.8718975180144115,1.0059752838241816
183,{Many_Black population -> Low_Noise},"['Many_Black population', 'Low_Noise']",Many_Black population,Low_Noise,0.2190179267342167,0.8483018867924529,0.9787511877290621
184,{Many_Graduate or professional degree -> Low_Noise},"['Many_Graduate or professional degree', 'Low_Noise']",Many_Graduate or professional degree,Low_Noise,0.21239282930631334,0.8868999186330351,1.0232847082789425
